Date,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
2024-10-07,,,,,,,,,,,683.08,677.2,677.17,671.65,665.98,661.3,655.4,,,641.3,638.11,,,,,,,,,
2024-10-08,,,,,,,,,,,655.4,650.45,647.66,642.69,637.73,632.73,628.56,,,617.25,614.68,,,,,,,,,
2024-10-09,,,,,,,,,,,653.71,648.53,644.92,639.71,634.58,629.37,625.17,,,614.63,611.98,,,,,,,,,
2024-10-10,,,,,,,,,,,666.43,661.06,665.15,659.4,653.73,647.71,642.71,,,622.87,619.78,,,,,,,,,
2024-10-11,,,,,,,,,,,669.37,664.45,663.3,657.26,651.21,645.1,640.02,,,625.95,622.65,,,,,,,,,
2024-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14,,,,,,,,,,,662.34,657.07,651.38,645.6,639.81,634.07,629.34,,,618.58,615.64,,,,,,,,,
2024-10-15,,,,,,,,,,,634.57,629.6,630.55,625.17,620.23,615.11,610.97,,,595.57,593.02,,,,,,,,,
2024-10-16,,,,,,,,,,,636.17,631.48,628.13,622.58,617.07,611.6,607.15,,,595.9,593.44,,,,,,,,,
2024-10-17,,,,,,,,,,,632.7,629.24,627.19,622.23,617.22,612.24,608.21,,,597.23,595.3,,,,,,,,,
2024-10-18,,,,,,,,,,,620.24,617.19,615.63,611.12,606.58,602.11,598.16,,,586.33,584.38,,,,,,,,,
2024-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-21,,,,,,,,,,,632.7,628.84,616.78,612.27,607.83,603.27,599.23,604.82,,596.37,594.09,,,,,,,,,
2024-10-22,,,,,,,,,,,647.83,643.34,638.68,633.08,627.86,622.56,618.02,614.15,,608.78,606.5,,,,,,,,,
2024-10-23,,,,,,,,,,,639.82,635.33,632.0,626.53,621.29,616.32,612.18,608.51,,601.23,599.03,,,,,,,,,
2024-10-24,,,,,,,,,,,640.62,635.3,628.9,623.17,617.69,612.44,608.19,604.21,,599.33,596.82,,,,,,,,,
2024-10-25,,,,,,,,,,,652.37,646.27,641.94,636.18,630.42,624.88,620.4,616.67,,610.06,607.82,,,,,,,,,
2024-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,,,,,,,,,,,625.05,618.42,616.76,611.88,606.83,602.09,598.24,595.22,,582.78,580.61,,,,,,,,,
2024-10-29,,,,,,,,,,,618.73,610.68,606.55,600.5,595.05,589.94,585.73,582.26,,573.9,571.84,,,,,,,,,
2024-10-30,,,,,,,,,,,631.1,623.11,616.33,610.5,606.01,599.93,595.79,593.66,,587.61,585.69,,,,,,,,,
2024-10-31,,,,,,,,,,,636.26,628.12,624.68,618.34,612.37,606.93,602.57,598.7,,591.22,589.02,,,,,,,,,
2024-11-01,,,,,,,,,,,,634.84,625.73,619.25,613.02,607.29,602.8,598.81,,593.74,591.28,589.55,,,,,,,,
2024-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-04,,,,,,,,,,,,640.44,624.07,617.66,611.7,606.36,602.09,598.44,,602.22,600.01,597.94,,,,,,,,
2024-11-05,,,,,,,,,,,,648.1,639.72,633.98,627.62,622.12,617.45,613.9,,610.87,608.42,606.37,,,,,,,,
2024-11-06,,,,,,,,,,,,644.63,637.74,632.02,626.5,621.03,616.87,612.84,,608.96,606.43,604.5,,,,,,,,
2024-11-07,,,,,,,,,,,,641.16,637.79,632.59,626.95,621.75,617.38,613.61,,606.57,604.02,602.1,,,,,,,,
2024-11-08,,,,,,,,,,,,624.78,625.36,620.71,615.95,611.34,607.35,603.86,,593.27,590.8,588.86,,,,,,,,
2024-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-11,,,,,,,,,,,,612.5,624.38,619.72,615.06,610.39,606.77,603.25,,583.04,580.78,578.97,,,,,,,,
2024-11-12,,,,,,,,,,,,614.1,607.36,602.66,598.17,593.65,589.88,586.68,,584.48,582.23,580.43,,,,,,,,
2024-11-13,,,,,,,,,,,,611.43,605.3,600.86,596.45,591.61,588.01,584.75,,582.9,580.57,578.78,,,,,,,,
2024-11-14,,,,,,,,,,,,608.32,603.46,599.21,594.79,590.31,586.4,582.91,,578.78,576.81,575.15,,,,,,,,
2024-11-15,,,,,,,,,,,,605.65,592.82,588.57,583.99,579.24,575.5,572.1,,575.28,573.07,571.29,,,,,,,,
2024-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-18,,,,,,,,,,,,612.77,591.66,587.5,583.01,578.26,574.44,571.21,,582.39,580.12,578.33,,,,,,,,
2024-11-19,,,,,,,,,,,,611.16,611.71,606.91,602.13,597.14,592.96,589.43,,579.79,577.61,575.92,,,,,,,,
2024-11-20,,,,,,,,,,,,619.26,614.63,609.71,605.27,599.93,595.43,591.35,,585.57,582.89,580.95,,,,,,,,
2024-11-21,,,,,,,,,,,,620.33,622.14,617.8,613.13,607.87,603.46,599.46,,588.55,586.12,584.16,,,,,,,,
2024-11-22,,,,,,,,,,,,626.74,627.41,623.65,619.29,613.72,609.53,605.43,,596.12,594.25,591.05,,,,,,,,
2024-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-25,,,,,,,,,,,,610.54,627.51,623.59,618.85,614.14,609.89,605.95,583.09,579.42,577.21,575.17,,,,,,,,
2024-11-26,,,,,,,,,,,,608.49,607.3,604.24,600.26,595.7,591.65,587.6,583.91,582.71,580.41,578.6,,,,,,,,
2024-11-27,,,,,,,,,,,,604.4,606.76,603.41,599.06,594.4,590.16,586.09,582.25,578.93,576.35,574.58,,,,,,,,
2024-11-28,,,,,,,,,,,,603.87,608.89,605.6,601.39,596.6,592.42,588.5,584.82,577.64,575.06,573.31,,,,,,,,
2024-11-29,,,,,,,,,,,,607.34,602.85,599.81,595.55,590.92,586.51,582.31,578.22,580.24,577.43,575.74,,,,,,,,
2024-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-02,,,,,,,,,,,,,603.53,600.41,596.26,591.55,587.05,582.76,578.66,573.12,570.9,569.21,567.22,,,,,,,
2024-12-03,,,,,,,,,,,,,610.01,608.28,604.68,600.8,596.84,593.15,589.59,587.38,585.11,583.31,581.38,,,,,,,
2024-12-04,,,,,,,,,,,,,602.62,600.85,597.27,592.7,588.35,584.44,580.59,582.75,579.94,577.99,575.51,,,,,,,
2024-12-05,,,,,,,,,,,,,601.28,599.52,595.67,590.92,586.6,582.69,578.67,574.23,571.65,569.6,567.31,,,,,,,
2024-12-06,,,,,,,,,,,,,596.28,593.6,589.69,585.16,580.9,577.06,573.35,571.06,568.68,566.68,564.49,,,,,,,
2024-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-09,,,,,,,,,,,,,598.35,594.96,590.67,585.92,581.43,577.24,573.45,582.25,579.83,577.89,575.56,,,,,,,
2024-12-10,,,,,,,,,,,,,605.56,602.84,597.88,593.06,588.51,584.03,579.95,581.49,578.67,576.68,574.24,,,,,,,
2024-12-11,,,,,,,,,,,,,619.0,615.97,611.61,606.43,601.52,597.11,593.02,586.67,583.97,582.04,579.26,,,,,,,
2024-12-12,,,,,,,,,,,,,615.79,612.67,608.69,604.02,599.38,595.07,591.03,581.0,578.28,575.99,573.47,,,,,,,
2024-12-13,,,,,,,,,,,,,621.22,618.75,614.7,609.77,604.8,600.24,595.91,591.28,588.23,586.06,583.63,,,,,,,
2024-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-16,,,,,,,,,,,,,621.58,619.11,614.99,610.18,605.47,601.11,595.94,587.57,584.38,581.88,579.19,,,,,,,
2024-12-17,,,,,,,,,,,,,613.83,611.37,607.16,602.17,597.71,593.51,588.57,580.77,577.7,575.5,572.82,,,,,,,
2024-12-18,,,,,,,,,,,,,615.79,610.99,605.79,600.25,595.21,590.51,585.96,590.87,587.42,584.97,582.31,,,,,,,
2024-12-19,,,,,,,,,,,,,611.7,606.82,601.64,595.88,590.25,585.21,580.64,578.8,575.27,572.6,569.56,,,,,,,
2024-12-20,,,,,,,,,,,,,615.79,610.16,604.7,598.69,593.23,587.88,583.07,579.13,575.82,573.33,570.36,,,,,,,
2024-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-23,,,,,,,,,,,,,616.15,610.6,605.14,599.22,593.68,588.5,583.78,575.16,571.83,569.38,566.64,,,,,,,
2024-12-24,,,,,,,,,,,,,623.09,617.54,612.15,606.09,600.54,595.62,590.9,587.49,584.29,581.86,579.07,,,,,,,
2024-12-25,,,,,,,,,,,,,623.09,617.54,612.15,606.09,600.54,595.62,590.9,586.88,583.65,581.18,578.39,,,,,,,
2024-12-26,,,,,,,,,,,,,617.57,612.03,606.64,600.67,595.22,589.92,585.28,584.59,581.04,578.6,575.66,,,,,,,
2024-12-27,,,,,,,,,,,,,624.63,618.86,613.43,607.79,601.84,594.37,589.63,586.65,583.06,580.24,577.18,,,,,,,
2024-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-30,,,,,,,,,,,,,624.34,618.92,613.22,607.05,601.39,596.24,591.24,591.72,588.28,585.33,582.13,,,,,,,
2024-12-31,,,,,,,,,,,,,634.93,633.64,627.13,620.39,614.2,608.77,603.82,599.98,596.16,593.1,589.79,,,,,,,
2025-01-01,,,,,,,,,,,,,634.66,633.69,627.13,620.39,614.2,608.77,603.82,599.37,595.55,592.47,589.28,585.44,,,,,,
2025-01-02,,,,,,,,,,,,,,645.25,638.13,630.83,624.29,618.26,612.77,611.46,607.81,604.49,601.05,597.06,,,,,,
2025-01-03,,,,,,,,,,,,,,646.94,640.6,633.85,627.6,621.65,616.1,609.1,605.32,601.86,598.07,594.08,,,,,,
2025-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-06,,,,,,,,,,,,,,646.94,640.6,633.85,627.51,621.47,615.92,608.87,604.97,601.7,598.0,593.92,,,,,,
2025-01-07,,,,,,,,,,,,,,640.53,636.41,631.1,625.58,620.1,615.0,607.9,603.93,600.67,597.14,593.28,,,,,,
2025-01-08,,,,,,,,,,,,,,634.39,630.44,624.42,618.58,612.89,607.87,603.49,599.52,596.33,592.88,589.13,,,,,,
2025-01-09,,,,,,,,,,,,,,638.31,636.35,630.65,625.94,620.78,615.97,609.75,605.79,602.69,599.03,595.3,,,,,,
2025-01-10,,,,,,,,,,,,,,650.59,647.26,640.57,634.55,628.5,622.51,611.62,607.13,603.31,599.29,595.1,,,,,,
2025-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-13,,,,,,,,,,,,,,650.59,648.83,643.52,638.69,633.64,628.5,616.32,610.83,606.24,601.44,596.65,,,,,,
2025-01-14,,,,,,,,,,,,,,650.95,647.12,640.02,634.12,627.65,621.43,614.45,609.37,605.34,601.21,596.8,,,,,,
2025-01-15,,,,,,,,,,,,,,667.14,662.08,654.8,647.54,640.95,634.7,623.67,618.59,614.5,610.22,606.02,,,,,,
2025-01-16,,,,,,,,,,,,,,656.15,650.82,643.47,636.03,629.62,622.68,614.57,609.18,605.16,600.54,596.09,,,,,,
2025-01-17,,,,,,,,,,,,,,653.26,647.44,639.93,631.74,624.82,618.2,616.83,611.73,607.66,603.44,598.99,,,,,,
2025-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-20,,,,,,,,,,,,,,656.2,649.66,641.71,634.06,626.87,619.89,616.83,611.76,607.54,603.23,598.97,,,,,,
2025-01-21,,,,,,,,,,,,,,650.23,645.35,638.92,632.34,626.12,620.65,615.95,611.35,607.31,603.09,598.84,,,,,,
2025-01-22,,,,,,,,,,,,,,647.92,642.84,636.2,629.99,624.1,618.37,614.71,610.15,606.45,602.51,598.17,,,,,,
2025-01-23,,,,,,,,,,,,,,644.54,638.69,631.96,625.58,619.26,613.3,608.03,603.58,599.85,595.89,591.63,,,,,,
2025-01-24,,,,,,,,,,,,,,653.26,646.29,638.4,630.61,623.95,617.58,612.93,608.48,604.78,600.77,596.62,,,,,,
2025-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,,,,,,,,,,,,,,653.26,646.29,638.4,630.61,623.95,617.58,605.8,601.33,597.68,594.04,590.08,,,,,,
2025-01-28,,,,,,,,,,,,,,643.74,636.99,629.78,622.27,615.81,609.86,603.13,599.07,595.22,591.81,588.12,,,,,,
2025-01-29,,,,,,,,,,,,,,637.86,631.64,624.9,618.02,611.42,604.88,602.85,598.66,595.33,591.69,587.88,,,,,,
2025-01-30,,,,,,,,,,,,,,644.81,636.73,628.87,621.15,614.98,608.66,603.44,598.85,595.52,591.95,588.22,,,,,,
2025-01-31,,,,,,,,,,,,,,648.72,637.51,630.82,623.45,617.33,611.25,602.26,597.69,594.55,591.05,587.47,,,,,,
2025-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03,,,,,,,,,,,,,,,637.6,628.7,619.62,611.52,604.49,597.55,593.81,590.99,587.54,584.11,581.63,,,,,
2025-02-04,,,,,,,,,,,,,,,638.66,629.59,620.06,613.66,607.87,603.8,599.26,596.04,592.24,588.62,585.93,,,,,
2025-02-05,,,,,,,,,,,,,,,631.28,622.68,614.07,606.94,600.7,596.07,591.87,588.5,584.72,580.86,578.41,,,,,
2025-02-06,,,,,,,,,,,,,,,633.41,624.41,615.74,608.49,602.29,598.17,594.03,591.05,587.76,583.91,581.14,,,,,
2025-02-07,,,,,,,,,,,,,,,639.82,629.97,621.15,613.5,607.02,600.11,596.14,593.17,589.63,586.07,583.36,,,,,
2025-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-10,,,,,,,,,,,,,,,640.71,631.04,622.04,614.48,607.82,608.56,604.6,601.47,597.93,594.12,591.36,,,,,
2025-02-11,,,,,,,,,,,,,,,653.44,643.58,635.13,627.71,621.23,616.48,611.89,608.68,605.25,601.54,598.67,,,,,
2025-02-12,,,,,,,,,,,,,,,640.98,631.18,622.7,615.45,608.88,611.04,606.65,603.67,600.21,596.39,593.37,,,,,
2025-02-13,,,,,,,,,,,,,,,644.81,634.72,626.12,619.07,613.07,606.33,602.35,599.4,595.86,592.28,589.56,,,,,
2025-02-14,,,,,,,,,,,,,,,642.49,630.66,621.14,613.81,607.79,604.5,600.36,597.16,593.44,589.85,587.03,,,,,
2025-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-17,,,,,,,,,,,,,,,640.18,628.52,619.36,612.03,606.01,607.01,603.14,599.85,596.42,592.91,590.14,,,,,
2025-02-18,,,,,,,,,,,,,,,647.31,635.99,627.44,620.63,614.12,609.3,605.31,602.37,598.7,594.91,592.2,,,,,
2025-02-19,,,,,,,,,,,,,,,651.75,639.44,630.65,623.13,616.68,612.89,608.65,605.43,601.99,597.93,594.58,,,,,
2025-02-20,,,,,,,,,,,,,,,652.64,641.13,632.7,625.54,618.92,614.73,610.55,607.23,603.75,599.93,596.92,,,,,
2025-02-21,,,,,,,,,,,,,,,636.88,623.77,615.12,608.16,602.18,602.99,598.98,595.76,592.26,588.74,585.9,,,,,
2025-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-24,,,,,,,,,,,,,,,638.31,625.11,616.54,609.59,603.52,601.65,597.91,594.98,591.79,588.27,585.75,,,,,
2025-02-25,,,,,,,,,,,,,,,631.76,615.89,607.09,599.9,594.43,585.7,581.8,578.74,575.44,571.96,569.22,,,,,
2025-02-26,,,,,,,,,,,,,,,632.35,615.61,606.45,599.06,593.54,589.05,585.08,581.72,578.14,574.56,572.11,,,,,
2025-02-27,,,,,,,,,,,,,,,638.13,622.64,613.91,606.7,600.1,595.08,591.08,587.85,584.27,580.7,578.24,,,,,
2025-02-28,,,,,,,,,,,,,,,630.74,617.78,607.13,600.08,594.01,587.63,583.64,580.56,577.38,573.89,571.39,,,,,
2025-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-03,,,,,,,,,,,,,,,,619.61,611.31,604.26,598.1,586.68,582.92,580.23,576.94,573.5,571.07,567.85,,,,
2025-03-04,,,,,,,,,,,,,,,,597.15,590.31,584.87,580.54,571.22,568.18,565.73,562.96,560.16,558.15,555.8,,,,
2025-03-05,,,,,,,,,,,,,,,,588.11,580.52,574.68,569.9,559.21,555.95,553.48,550.81,547.89,545.51,542.81,,,,
2025-03-06,,,,,,,,,,,,,,,,586.24,579.23,573.76,569.24,561.37,558.3,555.7,552.99,549.93,547.66,545.07,,,,
2025-03-07,,,,,,,,,,,,,,,,595.41,587.93,581.73,576.48,571.78,568.2,565.63,562.81,559.81,557.8,555.0,,,,
2025-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-10,,,,,,,,,,,,,,,,595.41,586.07,579.66,574.32,565.39,561.65,559.45,555.77,552.75,550.56,547.97,,,,
2025-03-11,,,,,,,,,,,,,,,,589.89,581.44,574.66,569.03,566.63,562.82,560.08,557.14,554.29,551.36,549.14,,,,
2025-03-12,,,,,,,,,,,,,,,,599.68,590.32,583.09,577.11,573.83,570.64,566.4,563.1,562.02,559.82,556.52,,,,
2025-03-13,,,,,,,,,,,,,,,,591.23,582.91,576.35,570.79,568.29,564.26,562.07,560.17,557.27,555.29,550.29,,,,
2025-03-14,,,,,,,,,,,,,,,,599.68,590.96,583.76,577.69,571.7,568.35,565.97,563.29,560.13,558.08,555.44,,,,
2025-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-17,,,,,,,,,,,,,,,,599.68,591.05,583.93,577.79,577.1,573.88,571.7,568.82,565.82,563.52,560.8,,,,
2025-03-18,,,,,,,,,,,,,,,,601.2,591.86,584.56,578.51,575.57,572.37,570.05,567.21,564.1,562.15,559.46,,,,
2025-03-19,,,,,,,,,,,,,,,,601.64,592.38,585.12,579.09,575.1,571.88,569.69,567.01,564.09,562.03,559.42,,,,
2025-03-20,,,,,,,,,,,,,,,,609.12,600.32,593.23,587.4,581.95,578.76,576.55,573.73,570.65,568.71,565.88,,,,
2025-03-21,,,,,,,,,,,,,,,,609.47,600.95,594.0,587.94,583.64,580.42,578.09,575.3,572.2,570.26,567.42,,,,
2025-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-24,,,,,,,,,,,,,,,,610.54,602.11,595.15,589.1,588.29,585.02,582.44,579.62,576.37,574.44,571.48,,,,
2025-03-25,,,,,,,,,,,,,,,,611.52,605.04,598.8,593.3,586.65,583.22,580.48,577.53,574.24,572.18,569.18,,,,
2025-03-26,,,,,,,,,,,,,,,,616.59,609.63,602.66,596.73,592.99,589.37,586.42,583.22,579.61,577.31,574.1,,,,
2025-03-27,,,,,,,,,,,,,,,,619.53,612.27,605.29,599.35,592.33,588.58,585.49,582.18,578.6,576.4,573.08,,,,
2025-03-28,,,,,,,,,,,,,,,,615.17,606.95,599.3,593.3,587.81,583.8,580.85,577.56,574.09,571.89,568.58,,,,
2025-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-31,,,,,,,,,,,,,,,,616.06,607.84,600.19,594.19,598.69,594.36,591.5,588.14,584.65,582.43,579.15,,,,
2025-04-01,,,,,,,,,,,,,,,,627.04,616.06,609.57,604.13,602.31,598.29,595.19,592.0,588.41,585.96,582.5,578.73,,,
2025-04-02,,,,,,,,,,,,,,,,,615.88,609.97,604.47,597.09,593.31,590.29,586.98,583.4,581.13,577.82,574.02,,,
2025-04-03,,,,,,,,,,,,,,,,,577.08,572.73,568.39,562.06,558.82,556.31,553.63,550.62,549.16,546.63,543.84,,,
2025-04-04,,,,,,,,,,,,,,,,,537.83,533.83,530.75,527.27,525.54,523.98,522.2,520.17,518.92,517.17,515.23,,,
2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-07,,,,,,,,,,,,,,,,,537.83,533.83,530.75,514.03,511.81,511.13,509.7,508.37,507.82,506.28,504.55,,,
2025-04-08,,,,,,,,,,,,,,,,,511.04,506.79,503.53,511.73,510.01,508.82,507.36,505.79,505.0,503.49,501.53,,,
2025-04-09,,,,,,,,,,,,,,,,,533.94,528.51,523.73,482.08,480.58,479.84,479.02,478.26,478.33,477.59,476.64,,,
2025-04-10,,,,,,,,,,,,,,,,,513.62,509.35,505.61,501.79,499.97,498.99,497.69,496.4,495.83,494.62,492.85,,,
2025-04-11,,,,,,,,,,,,,,,,,528.48,522.25,517.27,505.62,503.34,501.77,500.29,498.73,498.54,496.97,495.06,,,
2025-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-14,,,,,,,,,,,,,,,,,527.41,521.54,517.0,518.41,515.77,514.15,512.17,510.3,509.84,508.04,505.97,,,
2025-04-15,,,,,,,,,,,,,,,,,529.92,523.12,517.88,514.03,511.64,509.88,508.15,506.42,506.18,504.63,502.64,,,
2025-04-16,,,,,,,,,,,,,,,,,538.38,530.92,525.7,521.9,519.14,517.41,515.66,513.56,513.02,511.55,509.31,,,
2025-04-17,,,,,,,,,,,,,,,,,555.89,548.22,543.02,536.52,533.68,531.84,530.04,527.99,527.43,525.66,523.11,,,
2025-04-18,,,,,,,,,,,,,,,,,556.87,548.51,543.14,539.41,536.72,534.59,532.57,530.64,530.13,526.2,523.64,,,
2025-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-21,,,,,,,,,,,,,,,,,556.87,547.71,542.28,524.83,522.09,520.18,518.12,516.17,515.59,513.94,511.23,,,
2025-04-22,,,,,,,,,,,,,,,,,552.68,544.51,538.92,536.46,533.63,531.57,529.63,527.37,526.99,525.01,522.38,,,
2025-04-23,,,,,,,,,,,,,,,,,545.81,537.83,531.86,523.32,520.56,518.88,516.76,514.7,513.98,512.63,510.85,,,
2025-04-24,,,,,,,,,,,,,,,,,554.2,545.64,539.22,530.22,527.01,525.05,523.03,520.87,519.7,518.3,516.41,,,
2025-04-25,,,,,,,,,,,,,,,,,552.87,544.44,538.16,532.68,529.52,527.62,525.5,523.44,522.93,521.33,519.35,,,
2025-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-28,,,,,,,,,,,,,,,,,552.87,544.44,538.16,523.65,520.73,519.0,517.21,515.53,515.17,514.05,512.3,,,
2025-04-29,,,,,,,,,,,,,,,,,540.32,530.53,523.41,523.8,521.61,520.25,518.88,517.46,517.16,515.7,513.59,,,
2025-04-30,,,,,,,,,,,,,,,,,527.01,514.42,506.4,514.42,511.87,510.66,509.46,508.26,507.9,506.4,504.52,,,
2025-05-01,,,,,,,,,,,,,,,,,527.15,523.85,515.04,508.6,506.07,504.67,503.54,502.3,502.06,500.5,498.8,496.53,,
2025-05-02,,,,,,,,,,,,,,,,,,523.41,513.57,507.15,503.84,502.81,501.59,500.27,500.08,498.78,497.03,494.84,,
2025-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05,,,,,,,,,,,,,,,,,,523.5,511.84,498.45,495.49,494.68,493.87,492.89,492.91,491.7,490.1,487.97,,
2025-05-06,,,,,,,,,,,,,,,,,,526.35,517.89,516.31,513.36,512.58,511.64,510.71,510.62,509.38,507.93,505.63,,
2025-05-07,,,,,,,,,,,,,,,,,,516.91,508.37,505.31,502.86,501.98,500.98,499.75,499.75,498.5,497.05,494.88,,
2025-05-08,,,,,,,,,,,,,,,,,,533.86,525.06,518.4,515.09,513.91,512.53,510.78,510.62,509.11,507.6,505.26,,
2025-05-09,,,,,,,,,,,,,,,,,,540.05,531.25,523.33,519.58,518.01,516.32,514.6,514.43,512.58,510.47,507.92,,
2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12,,,,,,,,,,,,,,,,,,539.87,531.09,534.12,530.64,528.86,526.9,524.64,524.34,522.94,520.97,518.15,,
2025-05-13,,,,,,,,,,,,,,,,,,557.54,549.82,541.58,538.65,537.12,535.1,533.15,532.74,531.57,529.57,526.75,,
2025-05-14,,,,,,,,,,,,,,,,,,554.99,546.94,540.59,537.4,535.71,533.45,531.34,530.77,529.18,526.85,523.86,,
2025-05-15,,,,,,,,,,,,,,,,,,542.52,534.82,527.63,524.84,523.66,521.9,520.18,520.06,518.56,516.4,513.57,,
2025-05-16,,,,,,,,,,,,,,,,,,544.32,536.75,529.86,526.99,525.38,523.61,521.75,521.44,519.77,517.43,514.44,,
2025-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-19,,,,,,,,,,,,,,,,,,544.86,537.29,529.29,526.17,524.64,522.53,520.58,520.26,518.51,516.26,513.52,,
2025-05-20,,,,,,,,,,,,,,,,,,539.92,533.46,524.91,522.28,520.66,519.15,517.45,517.39,515.97,513.64,510.65,,
2025-05-21,,,,,,,,,,,,,,,,,,536.3,529.8,526.44,523.72,522.46,520.51,518.82,518.76,517.19,514.94,512.12,,
2025-05-22,,,,,,,,,,,,,,,,,,532.2,525.82,519.89,517.43,516.49,515.07,513.36,513.4,511.9,509.74,507.0,,
2025-05-23,,,,,,,,,,,,,,,,,,532.69,527.88,524.68,522.11,520.99,519.57,517.78,518.0,516.07,513.82,511.08,,
2025-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
