Date,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12,2026-01,2026-02,2026-03,2026-04,2026-05,2026-06
2025-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-26,,,,,,,,,,,,,,,,,,533.38,527.97,523.24,520.76,519.73,518.23,516.44,516.48,514.65,512.41,509.76,,
2025-05-27,,,,,,,,,,,,,,,,,,530.15,524.22,516.19,513.46,512.19,510.77,508.97,509.03,507.27,504.94,502.21,,
2025-05-28,,,,,,,,,,,,,,,,,,533.16,527.83,525.84,523.2,521.58,519.82,517.87,517.74,515.99,513.5,510.5,,
2025-05-29,,,,,,,,,,,,,,,,,,524.74,519.8,516.36,513.45,512.16,510.5,508.88,508.83,507.24,504.91,501.93,,
2025-05-30,,,,,,,,,,,,,,,,,,521.1,515.85,509.31,506.58,505.12,503.87,502.07,502.12,500.37,498.13,495.05,,
2025-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-02,,,,,,,,,,,,,,,,,,,525.38,524.57,521.67,519.78,517.94,515.66,515.6,513.5,511.01,508.02,506.18,
2025-06-03,,,,,,,,,,,,,,,,,,,534.8,532.4,529.75,528.03,525.84,523.56,523.24,521.23,518.74,515.66,514.0,
2025-06-04,,,,,,,,,,,,,,,,,,,525.65,520.61,518.13,516.58,514.9,512.85,512.8,511.21,509.06,505.98,504.23,
2025-06-05,,,,,,,,,,,,,,,,,,,530.93,529.95,527.88,526.42,524.65,522.61,522.56,521.05,518.72,516.07,514.22,
2025-06-06,,,,,,,,,,,,,,,,,,,538.45,534.44,532.27,530.47,528.35,526.08,525.84,524.09,521.51,518.51,516.67,
2025-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-09,,,,,,,,,,,,,,,,,,,538.45,539.78,537.27,535.21,532.85,530.57,530.34,528.24,525.66,522.76,521.1,
2025-06-10,,,,,,,,,,,,,,,,,,,540.23,544.41,541.83,539.85,537.48,534.97,534.46,532.46,530.05,526.72,524.89,
2025-06-11,,,,,,,,,,,,,,,,,,,564.62,547.85,545.1,543.03,540.59,538.08,537.57,535.31,532.56,529.07,526.48,
2025-06-12,,,,,,,,,,,,,,,,,,,558.34,555.94,553.09,550.86,548.51,545.67,545.15,542.8,539.97,536.66,534.4,
2025-06-13,,,,,,,,,,,,,,,,,,,588.74,576.9,572.04,568.3,564.37,560.42,559.07,555.63,552.21,547.96,544.61,
2025-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-16,,,,,,,,,,,,,,,,,,,600.13,569.33,565.26,562.02,558.42,554.79,553.13,550.3,546.87,542.62,539.95,
2025-06-17,,,,,,,,,,,,,,,,,,,601.64,591.5,587.15,583.81,580.29,576.7,575.09,571.83,568.06,563.39,560.48,
2025-06-18,,,,,,,,,,,,,,,,,,,604.33,588.49,584.41,581.08,577.33,573.68,571.96,568.79,564.84,560.17,556.57,
2025-06-19,,,,,,,,,,,,,,,,,,,620.86,613.02,606.97,602.12,597.19,592.13,589.88,585.7,580.93,575.68,571.66,
2025-06-20,,,,,,,,,,,,,,,,,,,607.81,600.02,595.49,591.72,587.55,582.95,581.25,577.4,572.89,567.89,564.13,
2025-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23,,,,,,,,,,,,,,,,,,,624.51,601.87,597.31,593.8,589.86,585.4,583.63,580.23,576.06,570.7,567.3,
2025-06-24,,,,,,,,,,,,,,,,,,,537.22,545.1,543.49,542.51,540.83,538.81,538.82,536.99,534.33,530.84,528.49,
2025-06-25,,,,,,,,,,,,,,,,,,,534.81,543.0,541.06,539.32,537.29,535.02,535.02,533.27,530.77,527.62,525.45,
2025-06-26,,,,,,,,,,,,,,,,,,,533.45,541.34,540.05,538.89,536.95,534.69,534.58,532.92,530.58,527.42,524.83,
2025-06-27,,,,,,,,,,,,,,,,,,,533.64,535.74,534.3,533.05,531.19,528.84,528.74,527.14,524.98,522.07,520.07,
2025-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30,,,,,,,,,,,,,,,,,,,527.95,533.98,532.21,530.38,528.45,526.01,526.09,524.67,522.34,519.18,516.93,
2025-07-01,,,,,,,,,,,,,,,,,,,,538.45,536.67,534.92,532.64,530.13,529.95,528.03,525.44,522.2,519.85,518.18
2025-07-02,,,,,,,,,,,,,,,,,,,,543.7,541.67,539.92,537.39,534.64,534.28,532.02,529.26,525.86,523.26,521.51
2025-07-03,,,,,,,,,,,,,,,,,,,,546.02,544.14,542.04,539.43,536.43,535.71,533.12,530.11,526.27,523.6,521.51
2025-07-04,,,,,,,,,,,,,,,,,,,,546.91,545.46,543.7,541.25,538.84,538.21,535.96,533.2,529.54,526.52,524.33
2025-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-07,,,,,,,,,,,,,,,,,,,,553.31,550.34,548.17,545.65,542.66,541.67,539.43,536.42,532.67,529.82,527.64
2025-07-08,,,,,,,,,,,,,,,,,,,,565.51,561.81,559.3,556.52,553.21,552.48,549.71,546.2,541.96,538.94,536.51
2025-07-09,,,,,,,,,,,,,,,,,,,,564.17,561.15,558.53,555.57,552.58,551.84,549.33,546.16,542.25,539.41,537.49
2025-07-10,,,,,,,,,,,,,,,,,,,,553.85,551.19,549.01,546.13,543.37,542.92,540.67,537.84,534.0,531.34,529.26
2025-07-11,,,,,,,,,,,,,,,,,,,,564.08,562.4,560.63,558.09,555.35,554.63,552.12,549.2,545.12,542.27,539.77
2025-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14,,,,,,,,,,,,,,,,,,,,555.81,553.52,551.85,549.3,546.9,546.59,544.34,541.42,537.4,535.08,532.91
2025-07-15,,,,,,,,,,,,,,,,,,,,556.87,555.03,553.72,551.17,548.93,549.06,546.97,544.4,540.4,537.65,535.65
2025-07-16,,,,,,,,,,,,,,,,,,,,550.11,548.13,546.31,543.78,541.36,541.41,539.4,536.74,532.99,530.07,527.9
2025-07-17,,,,,,,,,,,,,,,,,,,,553.4,551.64,550.16,547.97,545.73,545.51,543.5,541.08,537.34,534.83,532.83
2025-07-18,,,,,,,,,,,,,,,,,,,,553.76,552.52,551.29,548.83,546.51,546.7,544.51,542.17,538.77,536.26,534.35
2025-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,,,,,,,,,,,,,,,,,,,,551.36,550.62,550.14,548.28,546.29,546.5,544.74,542.16,538.48,536.16,534.4
2025-07-22,,,,,,,,,,,,,,,,,,,,542.19,541.7,541.48,539.96,538.31,538.6,536.85,534.59,531.01,528.5,526.41
2025-07-23,,,,,,,,,,,,,,,,,,,,546.28,544.89,544.08,542.64,540.91,541.21,539.44,536.94,533.36,530.94,528.85
